Nombre para mostrar;Clr Clb Newucmdb;Clr Service Code;Subtipo;Grupo de administración de configuración;Clr Istatus;Título;Comentarios;Clr Arr Location;Fecha y hora de modificación del sistema
"ofb0024_erv";"true";"OFB0024";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP // BOGOTA // DATACENTER TRIARA // SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT) //AUTOMATICO MASIVO INCIDENTES";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4067-gax15-0210-ch121v5)";"17/04/23 22:44:41"
"svrbdipsn";"true";"SQH0028";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"Un(1) Servidor Virtual BD - DATACENTER TRIARA- HOSTING VIRTUAL";"CLT138_TRI_DED_SPN472_ACI | Virtualization Layer Software (d-sqh0414-fau38-18-r640)";"18/02/23 21:16:26"
"prdpvwts3gr2ap7";"true";"ZBHB353";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//BOGOTÁ//DATACENTER TRIARA, KM. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA)//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb424-gaf03-28-dl360g10)";"21/03/23 22:39:14"
"pqrapp1";"true";"SQH0075";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOAV CORP// HOSTING Un(1) MV Ambiente PQR - SQH0075";"CLT137_TRI_DED_SPN472_ACI | Virtualization Layer Software (d-sqh0415-fat38-29-r640)";"17/02/23 22:38:39"
"kinga2";"true";"TMP0297";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // MAIL // IAAS MIGRACION DC //CEET GIS	HOSTING";"CLT114_TRI_DED_GRUPOAVAL001_FP | Virtualization Layer Software (d-tfm1666-faf05-0102-bl460cg9.datacenterdhs.local)";"17/02/23 22:36:48"
"serwebipsn";"true";"SQH0029";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"Un(1) Servidor Virtual WEB - DATACENTER TRIARA - HOSTING VIRTUAL";"CLT137_TRI_DED_SPN472_ACI | Virtualization Layer Software (d-sqh0415-fat38-29-r640)";"31/03/23 22:43:16"
"srvadjahv";"true";"JMAYC23";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM PYMES//  SIBERIA// TRIARA// HOSTING (HOSTING VIRTUAL)// DIRECCIÓN NO EXISTE EN RR – NO CTA MATR // REEMPLAZO DE OT 15693856 //";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4066-gax15-0209-ch121v5)";"15/04/23 21:11:24"
"trisrvbdwp";"true";"OCH0107";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP//BOGOTA //TRIARA // HOSTING (HOSTING VIRTUAL) //FO // 2 MESES AL 50% DE DESCUENTO";"CLT141_TRI_DED_CLIGRALNORTE_ACI | Virtualization Layer Software (d-och0153-gbc15-31-sr630)";"17/04/23 22:36:10"
"lab-pccaas-wde";"true";"TFM4065";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_LABORATORIO_PCCAAS_EMPRESAS_Y_NEGOCIOS_VIRTUAL_22";"CLT230_TRI_INT_GESTION_OSS_NEW | Virtualization Layer Software (d-tfm4677-fbc38-15-sr645)";"18/02/23 21:10:31"
"ecall-sql1";"true";"CIN0486";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORP // CORREO // BOGOTÁ // TRIARA // HOSTING (HOSTING DEDICADO)";"";"17/02/23 21:29:10"
"webserver131";"true";"ISA0097";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO  // CORREO Bogotá // Data Center TriaraHOSTING (Hosting Virtual)";"CLT308_TRI_COM_OCTADECACORE04_FP | Virtualization Layer Software (c-tfm2533-cn05-0203-ch121v5.datacenterdhs.local)";"16/03/23 22:37:40"
"prdpvwpdigbd2c";"true";"ZBHB229";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//BOGOTÁ//DATACENTER TRIARA, KM. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA)//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb423-gaf03-29-dl360g10)";"21/03/23 22:39:54"
"jr302-04";"true";"FQA0178";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP// BOGOTÁ DC // DATACENTER TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT142_TRI_DED_COREC1_ACI | Virtualization Layer Software (d-fqa0150-gbc15-20-2288hv5)";"17/02/23 22:34:05"
"cctrim02";"true";"DHO0042";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP // CORREO //  BOGOTA // TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT118_TRI_DED_COLSANITAS | Virtualization Layer Software (d-dho0016-faz13-1210-bl460g10.datacenterdhs.local)";"19/04/23 22:43:05"
"jr0101-01";"true";"FQA0199";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTÁ // DATACENTER TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT142_TRI_DED_COREC1_ACI | Virtualization Layer Software (d-fqa0152-gbd15-18-2288hv5)";"17/02/23 22:33:33"
"serapp-prod";"true";"SQH0132";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOAV CORP// MAIL// HOSTING ERP.";"CLT301_MGC_COM_OCTADECACORE | Virtualization Layer Software (c-tfm2442-2nn09-0202-ch121v3)";"17/02/23 22:42:44"
"gir-esc-tnb-2-1";"true";"TFM3358";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO BOGOTÁ //TRIARA //SERVIDOR VIRTUAL PCCAAS NUEVOS TENANTS PRODUCTIVOS NEXA TRIARA SERVER 197 //HOSTING (HOSTING VIRTUAL)";"CLT220_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm3753-gah12-0201-sn550g2)";"14/04/23 22:31:27"
"db1";"true";"TFM1153";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI - SERVIDOR VIRTUAL CCE";"CLT201_TRI_INT_INFRAESTRUCTURA | Virtualization Layer Software (d-tfm1444-de30-0208-bl620cg7.datacenterdhs.local)";"11/04/23 22:31:12"
"antares2";"true";"TMP0682";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA  // NARSISO2 MV //HOSTING (HOSTING VIRTUAL)";"CLT140_TRI_DED_GRUPOAVAL006_FP | Virtualization Layer Software (d-tfm3992-cv20-0211-ch121v5)";"17/02/23 22:33:02"
"cctrmvl1";"true";"CLL0103";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP // CORREO // HOSTING (Hosting Virtual) // MV Vue motion My Vue 4VCPU 16GB RAM - BOGOTÁ";"CLT118_TRI_DED_COLSANITAS | Virtualization Layer Software";"05/04/23 22:44:04"
"gacrux";"true";"TMP0667";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA  // MORION1+MARMOL1 MV //HOSTING (HOSTING VIRTUAL)";"CLT140_TRI_DED_GRUPOAVAL006_FP | Virtualization Layer Software (d-tfm3991-cv20-0210-ch12v5)";"17/04/23 22:43:02"
"cn01";"true";"BEB0004";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP // SAP 6000002389// BOGOTA // TRIARA // HOSTING DEDICADO CN01";"CLT305_TRI_COM_OCTADECACORE_FP | Virtualization Layer Software (c-tfm2201-far30-0408-ch121v3)";"03/03/23 22:30:53"
"cm-ia-mesccc1-1";"true";"TFM2601";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SERVIDOR TRIARA CM-IA-MESCCC1-1 - PCAAS OMNICANALIDAD";"CLT216_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm2489-fbd30-2614-bl460cg10)";"11/04/23 22:36:06"
"myq";"true";"DAE0122";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA // DATACENTER TRIARA // HOSTING (HOSTING DEDICADO) //";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4077-gai12-0205-ch121v5)";"22/03/23 14:11:12"
"app1y2pdnv5";"true";"TENN373";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // MEDELLIN // CALLE 40 SUR # 27 04  // HOSTING (HOSTING VIRTUAL)";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4075-gai12-0203-ch121v5)";"23/03/23 22:34:42"
"ucs1-1";"true";"TFM2520";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI + VM + PCCAAS UCS";"CLT206_TRI_INT_PCAAS | Virtualization Layer Software (d-att3896-fbd30-2601-bl460cg8)";"14/04/23 22:32:08"
"hsjserverap5";"true";"EVN0029";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERICAL CORPO  // CORREO BOGOTA //TRIARA  //HOSTING (HOSTING VIRTUAL)";"CLT307_TRI_COM_OCTADECACORE03_FP | Virtualization Layer Software (c-tfm2796-eq18-0206-ch121v5)";"21/04/23 22:32:03"
"serverup";"true";"WZPM006";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP// BOGOTA // TRIARA // HOSTING (HOSTING DEDICADO)";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4073-gai12-0201-ch121v5)";"18/02/23 21:04:13"
"clusterws1";"true";"ISA0100";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO  // CORREO Bogotá // Data Center TriaraHOSTING (Hosting Virtual)";"CLT308_TRI_COM_OCTADECACORE04_FP | Virtualization Layer Software (c-tfm4128-eq18-0213-ch121v5)";"17/02/23 22:32:20"
"hsjserverpap";"true";"EVN0035";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERICAL CORPO  // CORREO BOGOTA //TRIARA  //HOSTING (HOSTING VIRTUAL)";"CLT307_TRI_COM_OCTADECACORE03_FP | Virtualization Layer Software (c-tfm2796-eq18-0206-ch121v5)";"17/04/23 22:33:34"
"cpdatvwin03-3";"true";"DAE0087";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP  // HOSTING (Hosting Virtual) // DATACENTER TRIARA // BOGOTA";"CLT305_TRI_COM_OCTADECACORE_FP | Virtualization Layer Software (c-tfm1883-far30-0410-ch121v3.datacenterdhs.local)";"17/03/23 22:39:01"
"prdpvwpwjaap";"true";"ZBHB492";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP  // BOGOTA // DATACENTER TRIARA KILOMETRO 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA) // SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES) //  //AUTOMATICO MASIVO INCIDENTES";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb423-gaf03-29-dl360g10)";"21/03/23 22:37:24"
"ap-athenea-mop";"true";"POH0036";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA // DATACENTER TRIAR  // HOSTING (HOSTING VIRTUAL) //AUTOMATICO MASIVO INCIDENTES";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software";"11/04/23 22:33:01"
"sitescope_hakone";"true";"TFM1626";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"proyecto OMI del area de gestion";"CLT212_TRI_INT_GESTION_MONITOREO | Virtualization Layer Software (d-tfm1935-ef26-2526-rh2288v3)";"22/04/23 21:11:18"
"validador2";"true";"FQA0177";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP// BOGOTÁ DC // DATACENTER TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT142_TRI_DED_COREC1_ACI | Virtualization Layer Software (d-fqa0150-gbc15-20-2288hv5)";"17/04/23 22:45:30"
"minticeyepol02";"true";"ZGYO020";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP// TRIARA //  DATACENTER TRIARA // HOSTING (HOSTING VIRTUAL) //";"CLT221_TRI_INT_GESTIONCLARO | Virtualization Layer Software (d-tfm2942-gae15-0207-ch121v5)";"18/02/23 21:13:49"
"vega1";"true";"TMP0663";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA  // MALAYA1 MV //HOSTING (HOSTING VIRTUAL)";"CLT140_TRI_DED_GRUPOAVAL006_FP | Virtualization Layer Software (d-tfm3991-cv20-0210-ch12v5)";"18/02/23 21:13:51"
"srvfhcn04";"true";"CMREY68";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP // BOGOTÁ DC//CRA 10 # 64 -46//SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT)////ADMINISTRACIÓN SERVIDOR HP PROLIANT XL170R GEN9 INCLUYE HW Y SO";"";"12/04/23 21:25:03"
"prprintsrv";"true";"ZBHB366";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//BOGOTÁ//DATACENTER TRIARA, KM. 7.5 VÍA SIBERIA CELTA TRADE PARK (FUNZA, CUNDINAMARCA)//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb421-gae03-28-dl360g10)";"21/03/23 22:38:39"
"capa-audit";"true";"FQA0222";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP// BOGOTÁ DC // DATACENTER TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT143_TRI_DED_COREC2_ACI | Virtualization Layer Software (d-fqa0153-gbc15-24-2288hv5)";"17/02/23 22:36:00"
"cm-ia-vuiccc2-1";"true";"TFM2604";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SERVIDOR ORTEZAL CM-IA-VUICCC2-1 - PCAAS OMNICANALIDAD";"CLT203_PCAAS_ORTEZAL | Virtualization Layer Software (d-tfm2817-ac19-0401-sn550g2)";"18/02/23 21:15:24"
"prv0465";"true";"PRV1018";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP. COMERCIAL CORP. // CORREO // Bogotá // Ortezal // HOSTING";"CLT101_ORT_DED_AVALIPAG9 | Virtualization Layer Software (d-tfm4905-ad06-2311-bl460cg9)";"18/02/23 21:12:26"
"pegasus";"true";"KFFT042";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO BOGOTA //TRIARA //HOSTING (Hosting Dedicado) //";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4078-gai12-0206-ch121v5)";"17/02/23 22:37:36"
"prdpvwps3gr2rb3";"true";"ZBHB214";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//MEDELLÍN//DATACENTER EL POBLADO, GTD COLOMBIA, CRA. 45 #14 -111//SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES)//NO APLICA";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb424-gaf03-28-dl360g10)";"21/03/23 22:34:20"
"y2iisfoprd4";"true";"UEV0156";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP//  BOGOTA // DC TRIARA // HOSTING (HOSTING VIRTUAL) //";"CLT309_TRI_COM_OCTADECACORE05_ACI | Virtualization Layer Software (c-tfm3135-fbe38-0201-sn550g2)";"18/02/23 21:06:57"
"vmptala";"true";"UCS0082";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"DLok - Servicio de virtualizacion producción principal (TRIARA)";"CLT112_TRI_DED_CONSORCIOPRODUCCION | Virtualization Layer Software (d-cme0293-em18-0201-bl460cg9.datacenterdhs.local)";"13/03/23 22:36:54"
"xander";"true";"KFFT235";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTÁ DC // DC TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT312_TRI_COM_OCTADECACORE07_ACI | Virtualization Layer Software (c-tfm3935-gax15-0203-ch121v5)";"17/04/23 22:38:32"
"cctrim04";"true";"DHO0052";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA // DATACENTER TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT118_TRI_DED_COLSANITAS | Virtualization Layer Software (d-dho0015-faz13-1209-bl460g10.datacenterdhs.local)";"17/04/23 22:33:12"
"sn-vmris";"true";"OFB0046";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA // DATACENTER TRIARA // HOSTING (HOSTING VIRTUAL) //AUTOMATICO MASIVO INCIDENTES";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4068-gax15-0211-ch121v5)";"18/02/23 21:08:56"
"gir1-2";"true";"TFM4602";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_MIGRACIÓN_SERVIDORES_PROYECTO_PCCAAS_2008_VIRTUAL_18";"CLT220_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm3756-gah12-0204-sn550g2)";"14/04/23 22:32:36"
"serdb-prod";"true";"SQH0013";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"OPRTUNIDAD SAP 200015272 / HOSTING DEDICADO  -  Un(1) Servidor Físico SQL No. Servicio: SQH0013";"CLT137_TRI_DED_SPN472_ACI | Virtualization Layer Software (d-sqh0416-faz05-28-r640)";"17/04/23 22:34:29"
"jr0402-03";"true";"FQA0242";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP// BOGOTÁ DC // DATACENTER TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT142_TRI_DED_COREC1_ACI | Virtualization Layer Software (d-fqa0150-gbc15-20-2288hv5)";"17/04/23 22:43:16"
"clabogstgscdgr";"true";"TKR0073";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA // DC TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT126_TRI_DED_GRUPOAVAL004_FP | Virtualization Layer Software (d-tfm2543-cv20-0202-ch12lv3)";"17/04/23 22:33:35"
"dfpobmp1";"true";"TFM2243";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"CI_RENOVACIÓN_PLATAFORMA_GESTIÓN_VIRTUAL_#1";"CLT212_TRI_INT_GESTION_MONITOREO | Virtualization Layer Software (d-tfm2014-ef26-3536-rh2288v3)";"10/03/23 22:33:57"
"fielo-sql2";"true";"CIN0490";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORP // CORREO // BOGOTÁ // TRIARA // HOSTING (HOSTING DEDICADO)";"";"17/02/23 21:30:52"
"srvv3mbx";"true";"ZGKK180";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//  BOGOTÁ DC // DC INVIMA // SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT)";"";"22/04/23 20:43:50"
"wipadbprdsql02";"true";"SAS0318";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"MV - MEGA HOPEX -WIPADBPRDSQL02 – PRODUCCIÓN";"CLT140_TRI_DED_GRUPOAVAL006_FP | Virtualization Layer Software (d-tfm3992-cv20-0211-ch121v5)";"17/04/23 22:40:58"
"vmpguacimo";"true";"UCS0082";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"DLok - Servicio de virtualizacion producción principal (TRIARA)";"CLT154_TRI_DED_CONSORCIO | Virtualization Layer Software (d-cme0293-gbc15-33-dl360g10)";"15/04/23 21:10:53"
"gir3-nexa-c-1-1";"true";"TFM3276";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // CORREO BOGOTÁ //TRIARA //SERVIDOR VIRTUAL PCCAAS NUEVOS TENANTS PRODUCTIVOS NEXA TRIARA SERVER 101 //HOSTING (HOSTING VIRTUAL)";"CLT219_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm3181-fbe41-0203-sn550g2)";"14/04/23 22:31:49"
"eoe3066";"true";"EOE3066";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP  COM  CORP//  BOGOTA  //  TRIARA // SOP COM CORP//CORREO//HOSTING (HOSTING VIRTUAL)//TRIARA//BOGOTA//TRIARA GESTION/MONITOREO WLAN //TRIARA GESTION/MONITOREO WLAN // HOSTING (HOSTING VIRTUAL)";"CLT313_TRI_COM_OCTADECACORE08_ACI | Virtualization Layer Software (c-tfm4070-gax15-0213-ch121v5)";"20/04/23 11:32:43"
"cctrpsl1";"true";"DHO0038";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP // CORREO //  BOGOTA // TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT118_TRI_DED_COLSANITAS | Virtualization Layer Software (d-dho0016-faz13-1210-bl460g10.datacenterdhs.local)";"06/04/23 22:36:13"
"win-jbe2ajlrgfa";"true";"AUO0138";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // BOGOTA // DATA CENTER TRIARA // HOSTING VIRTUAL";"CLT314_TRI_COM_OCTADECACORE09_ACI_ADD | Virtualization Layer Software";"17/02/23 22:39:16"
"srvmssqlp1";"true";"PJG0053";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP // HOSTING MIGRACIÓN IPA // SERVIDOR VIRTUAL MS SQL 1 ( SERVIDOR VIRTUAL:4 VCPU, 12 GB RAM, GESTION Y ANTIVIRUS) PJG0053";"CLT115_TRI_DED_GRUPOAVAL002 _FP | Virtualization Layer Software";"18/02/23 21:10:26"
"y2iisbowsprd1";"true";"UEV0157";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COM CORP//  BOGOTA // DC TRIARA // HOSTING (HOSTING VIRTUAL) //";"CLT309_TRI_COM_OCTADECACORE05_ACI | Virtualization Layer Software (d-tfm3142-fbe38-0208-sn550g2)";"17/02/23 22:36:51"
"spotlight1-1";"true";"TFM1574";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP. COMERCIAL CORP. // CORREO // DATACENTER ORTEZAL  BOGOTA PLATAFOMA PCCAAS // BOGOTÁ // PLATAFORMA PCCAAS // HOSTING";"CLT216_TRI_INT_PCAAS | Virtualization Layer Software (d-tfm2487-fbd30-2607-bl460cg10)";"18/02/23 21:05:33"
"vak0216iis";"true";"VAK0216";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORPO // BOGOTA // TRIARA // HOSTING (HOSTING VIRTUAL)";"CLT308_TRI_COM_OCTADECACORE04_FP | Virtualization Layer Software (c-tfm2535-eq18-0214-ch121v5)";"19/04/23 16:03:49"
"srvvsesappro";"true";"ZGKK167";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP//  BOGOTÁ DC // DC INVIMA // SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT)";"";"22/04/23 20:45:49"
"ra";"true";"CME0360";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOP COMERCIAL CORP // CORREO // BOGOTA // TRAIARA // HOSTING";"";"17/04/23 12:25:24"
"icenew";"true";"VDI0213";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"** CASA DE BOLSA - ID IC EN TRIARA ** REIMPLEMENTACION";"CLT116_TRI_DED_GRUPOAVAL003 | Virtualization Layer Software (d-tfm1006-ej23-2201-bl620g7)";"18/02/23 21:12:16"
"prdpvwps3gr2pe2";"true";"ZBHB324";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP // BOGOTÁ // DATACENTER TRIARA KIILOMETRO 7.5 VÍA SIBERIA CELTA TRADE PARK // SERVICIOS ESPECIALES DATACENTER (SERVIDORES VIRTUALES) // REMPLAZO DE OT 16395736";"CLT001_PREVISORA_TRIARA | Virtualization Layer Software (d-zbhb422-gae03-29-dl360g10)";"21/03/23 22:36:55"
"dpvmfs02";"true";"DFJ0301";"Windows";"Datacenter - Admin Microsoft";"(activo)";"Servicios Especiales Datacenter";"SOP COMERCIAL CORP / CORREO // BOGOTA / TRIARA /  SERVICIOS ESPECIALES DATACENTER /  SERVIDORES VIRTUALES /   PROYECTO PRC 1125";"";"22/04/23 20:41:56"
"sincelejo";"true";"CCFCC48";"Windows";"Datacenter - Admin Microsoft";"(activo)";"E-BUSINESS HOSTING DEDICADO";"SOPORTE COMERCIAL CORP // BOGOTA //  TRIARA BOG  // HOSTING (HOSTING VIRTUAL) /";"CLT001_COMFENALCO_TRIARA | Virtualization Layer Software (d-ccfcc34-fay05-08-dl360-g10)";"17/04/23 22:33:42"
